Name,SMILES,Predicted_Score,Uncertainty
NCGC00374351-01,c1cc(NCC[NH+]2CCCC2)cc[nH+]1,-8.520572502984898,0.947922305230464
NCGC00450313-01,N#CCn1ccn2nc3c(c2c1=O)CCCC3,-8.903663492162428,0.9477196238530284
NCGC00421629-01,c1c(CC2CCCCC2)nnn1[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2[NH2+]CC1CCCCC1,-8.447210890879514,0.9469526927905356
NCGC00436127-01,CN1CC[C@]2(CCC1=O)CN(Cc1nc3c(s1)CCCC3)CC[N@H+]2C,-8.163038260939235,0.9466884303332186
NCGC00458492-01,O=C(C[NH+]1CCCCCC1)NC[C@@]12CCCC=C1NC(=O)CC2,-8.714028195964499,0.945624567698712
NCGC00431647-01,Cc1nsc(NC(=O)N[C@@]23C[C@H]4C[C@@H](C2)C[C@](C(C)C)(C4)C3)n1,-6.880168346923062,0.9455763338853704
NCGC00424097-01,Cn1c(C[N@@H+](C)Cc2noc3c2CCCC3)nnc1[C@H]1C[C@@H]([NH3+])C1,-8.283259132248038,0.945052307180441
NCGC00449462-01,OCCn1nc(-c2ccncc2)nc1C[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,-9.290232422383644,0.944945205602278
NCGC00391951-01,OCCc1cc(CC2([NH2+]Cc3ccc(CO)o3)COC2)no1,-8.608081926509426,0.9439423320263352
NCGC00399628-01,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1C(C)C,-6.867105277656735,0.9439247979584008
NCGC00374355-01,Oc1ccc(NCC[NH+]2CCCC2)cc1,-8.807045192994146,0.943592539151379
NCGC00458498-01,CCOCCCNC(=O)NC[C@@]12CCCC=C1NC(=O)CC2,-8.667046912475238,0.9435118590034652
NCGC00416456-01,CN(C)Cc1cn2c(=O)n(C)cc(-c3cn[nH]c3)c2[nH+]1,-9.290103525635494,0.9435092599945244
NCGC00450529-01,O=c1[nH]c(=O)n2c(c1-c1ncon1)CCCC2,-8.303509114518597,0.9432443716978748
NCGC00454314-01,Cc1ccc([C@H]2Cn3nnc(-c4noc(-c5ccc(C)s5)n4)c3CO2)cc1,-8.87747598722471,0.9432135523578972
NCGC00448754-01,Cc1nn(C)c2nc(N3C[C@@H]4CC[N@@H+](C)[C@@H]4C3)sc12,-8.650318814084194,0.9431043434832908
NCGC00422737-01,Cc1cc2c(N[C@H]3C[C@@H](c4nnc(C[NH+](C)C)n4C)C3)ncnc2s1,-8.277883989774656,0.9430926540136656
NCGC00430947-01,Cc1ccsc1C[N@H+](Cc1ccc(CN(C)[S@+](C)(=O)[O-])o1)CC(C)C,-8.214388870219894,0.943007091921708
NCGC00391239-01,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=S)NCC(C)C)C1,-8.975745239463356,0.9429842232459904
NCGC00375645-01,CC(C)C1=NOC2(CC[NH+](C3COC3)CC2)C1,-7.458728794945722,0.942956620316292
NCGC00414704-01,O=c1c2nc(-c3ccc(O)c(F)c3)ccc2ncn1-c1ccc(F)cc1F,-10.06199466763412,0.9429179810486388
NCGC00412072-01,C1=C(c2cc(-c3cnc4[nH]ccc4c3)cn3cncc23)CCOC1,-7.733642339886113,0.9427167425897264
NCGC00396317-01,OCc1cc(CC2([NH2+]Cc3ccc(CO)o3)COC2)no1,-9.29428112969552,0.9426207647490172
NCGC00451030-01,CN1C(=O)N(C)[C@]2(CCN(Cc3cn4cc(Cl)ccc4[nH+]3)C2)C1=O,-9.347124424497158,0.9425815122974458
NCGC00435933-01,CC1(C)CN(C(=O)CS[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C[C@]1(C)O,-7.60441484612601,0.942476308797628
NCGC00423491-01,Cn1c(Cn2cnc3c2C(C)(C)OC3(C)C)nnc1[C@H]1C[C@H]([NH3+])C1,-9.049793551072153,0.9424311549319774
NCGC00413836-01,O=C1COc2ccc(-c3ccoc3)nc2CN1,-9.263279198400712,0.942398758718156
NCGC00447048-01,NC(=O)C1([NH+]2CCCCC2)CC[NH+]([C@@H](C(=O)[O-])c2ccc(N)c(F)c2)CC1,-9.472753455593958,0.9423913045307862
NCGC00431320-01,O=c1c2c(CO)c(-c3ccc(F)cc3)nn2ccn1Cc1cc(=O)n2ccccc2n1,-10.465782350522652,0.9422308018972332
NCGC00375303-01,O=C1C[C@@H]2CC[N@@H+](C3COC3)C[C@@H]2CCN1,-7.719578223410791,0.94210696721558
NCGC00434016-01,C=CCc1ccccc1OCC[N@@H+](C)Cc1nc(C)ccc1O,-9.54781720741552,0.9419637616905356
NCGC00429874-01,COC[C@H]1CCCN1c1nc(CC[NH3+])nc2sc(C)c(C)c12,-8.372238070417442,0.9418597473246104
NCGC00442415-01,O=C([C@@H]1[C@@H]2C=C[C@@]3(CN(C4CCCCCC4)C(=O)[C@@H]13)O2)N1C[C@@H]2[C@H](C1)[C@H]1CC[C@@H]2O1,-9.307387989797885,0.9417980767186522
NCGC00417474-01,Cc1cc2cc(-c3c(C)noc3C)nc(N(C)CC[NH+](C)C)c2o1,-8.07828996541261,0.941683795189675
NCGC00431764-01,CN(C)c1cc(NCc2cccnc2-n2cnc3ccccc32)ncn1,-9.150802216903797,0.941584469756322
NCGC00443135-01,N#Cc1cc2c(=O)n(CCCC[NH+]3CCCC3)ccc2[nH]c1=O,-9.956710020010242,0.9415586762728632
NCGC00442041-01,CCc1c(C)nc(C)nc1N1CC[N@H+](C)[C@]2(CCC(=O)N(CC)CC2)C1,-9.39740820349916,0.9415265801729455
NCGC00412202-01,O=C1NCc2cc(-c3cc(C4=CCOCC4)c4cncn4c3)ccc21,-8.931440500409611,0.9414784365906784
NCGC00442213-01,CCN1CC[C@]2(CCC1=O)CN(Cc1cc(C#N)n(CC)c1)CC[N@H+]2C,-9.892600882644974,0.9411231570934484
NCGC00447046-01,Cc1nc(N2CCC([NH2+]CCNc3cc[nH+]cc3C)CC2)c2ccsc2n1,-9.765901081815382,0.9411219973578444
NCGC00412222-01,c1ccc(Oc2ccccc2-c2cc(-c3cn[nH]c3)c3cncn3c2)cc1,-8.49133303691138,0.941105026975402
NCGC00440304-01,CC(C)c1[nH+]ccn1CCCNc1nc(-c2ccncc2)nc2c1cnn2C,-8.148763365988254,0.9410979248577768
NCGC00454311-01,Cc1ccc([C@H]2Cn3nnc(-c4noc(-c5sccc5C)n4)c3CO2)cc1,-8.44428008279526,0.941060342664711
NCGC00442145-01,C[NH+](C)CCNc1cc(-c2ccc3ccccc3n2)c2cc[nH]c2n1,-8.977190381311484,0.9405701472861684
NCGC00449637-01,Fc1ccc([C@H]2Cn3nnc(-c4nc(-c5ccc(Br)cc5)no4)c3CO2)cc1,-9.333215108816251,0.9404796339225024
NCGC00437859-01,Nc1[nH]c(-c2ccc(-c3cc(NC4CCCC4)nc4[nH]ccc34)cc2)c[nH+]1,-8.837419515282434,0.9404738201529688
NCGC00477678-01,Cn1cccc1C[N@@H+]1CCC[C@]2(CN[S@+](=O)([O-])c3ccccc3N2)C1,-9.700125793093704,0.9404321444445016
NCGC00396319-01,OCc1cc(CC2([NH2+]Cc3ccccc3O)COC2)no1,-9.658492773624548,0.9404099058466286
NCGC00478706-01,Cn1cccc1C[N@@H+](C)Cc1ccccc1C(F)(F)F,-9.545668683137864,0.940381137169631
NCGC00431348-01,O=c1c2c(CO)c(-c3ccccc3)nn2ccn1Cc1cc(=O)n2ccccc2n1,-10.072567579562165,0.94023640735382
NCGC00478120-01,CC(C)CC[NH+]1CCC2(CC1)CC(C(C)C)=NO2,-7.51487545634827,0.940208855757632
NCGC00475394-01,c1cc2nncn2nc1NC1CCCC1,-8.495376819180123,0.9401822980644696
NCGC00400747-01,CN(C)c1cccc(Oc2nnnn2[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3[NH3+])c1,-8.661595241506244,0.9401720532102228
NCGC00437707-01,Cn1cc(C[N@@H+]2CCCC23CCN(c2cc[nH+]c4c(C(F)(F)F)cccc24)CC3)cn1,-9.892123642192068,0.9401473433516
NCGC00454312-01,Cc1ccc([C@H]2Cn3nnc(-c4noc(-c5ccoc5)n4)c3CO2)cc1,-9.397765063501089,0.9400967235887516
NCGC00398770-01,COCc1cn([C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC)nn1,-8.256110405957749,0.9400911443730456
NCGC00464879-01,O=C(NCCC1=CCCCC1)[C@@]1(CCO)CC12CCOCC2,-7.964074555592608,0.9400152861456782
NCGC00449650-01,Fc1ccc([C@H]2Cn3nnc(-c4nc(-c5ccc(F)c(F)c5)no4)c3CO2)cc1,-9.921065414502754,0.9399992318695036
NCGC00428526-01,CCNC(=O)c1sc2ncnc(NC[C@H]3C[C@@H]4C=C[C@H]3C4)c2c1C,-8.4333394422185,0.9398530180567156
NCGC00416747-01,CN(C)c1cc(=O)c2ccnc(Nc3ccc4[nH]ccc4c3)c2o1,-8.400425090688682,0.9398031336739592
NCGC00478735-01,CC(C)CC[N@@H+](C)Cc1cccn1C,-8.949393579819512,0.9398024823135436
NCGC00473082-01,CCc1cccc2c([C@@H](CC(=O)NCc3ccco3)c3cccc([N+](=O)[O-])c3)c[nH]c12,-8.004784997544771,0.9397890970302836
NCGC00401523-01,CC#CCn1cc2c3c(cccc31)[C@H](CC(C)C)[NH2+][C@H](C(=O)NCCNC(C)=O)C2,-9.248658656996732,0.9397395874058077
NCGC00421697-01,[NH3+][C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1cc(CC2CCCCC2)nn1,-8.892584438601101,0.9397089410131092
NCGC00448573-01,Cc1cccc(N(C)C(=O)Cn2c(=O)n(-c3ccccc3)c(=O)c3c2cc(C)n3C)c1,-10.517379390088552,0.9397070249337716
NCGC00458503-01,COCC(=O)NC[C@@]12CCCC=C1NC(=O)CC2,-8.703614816632358,0.9396382983626606
NCGC00478932-01,Cn1cccc1C[N@@H+](C)Cc1cccc2ccccc12,-8.980539637774704,0.93963571551536
NCGC00410157-01,Cc1ccc(CN2C[C@@H]3[C@H](C2)N(Cc2ccc(O)cc2)C(=O)C(C)(C)[S@+]3(=O)[O-])o1,-9.952069351178658,0.9395870103608698
NCGC00416546-01,Cn1nccc1OCc1cn2c(=O)n(C)cc(-c3ccnn3C)c2[nH+]1,-8.98727236738804,0.9395745456328668
NCGC00477636-01,Cn1cccc1C[N@@H+]1CCC[C@]2(CNc3ccccc3[S@+](=O)([O-])N2)C1,-9.894222665067351,0.9395081511455954
NCGC00417205-01,Cc1noc(C)c1-c1cc2c(cc(C)n2C)c(NCCCn2ccnc2)n1,-8.917341805444506,0.9394935640309036
NCGC00416448-01,CN(C)Cc1cn2c(=O)n(C)cc(-c3ccccc3Oc3ccccc3)c2[nH+]1,-9.972516312521838,0.93948819588201
NCGC00477630-01,O=[S@@+]1([O-])N[C@@]2(CCC[N@@H+](Cc3ccccc3C(F)(F)F)C2)CNc2ccccc21,-9.575105478886874,0.9394485809429974
NCGC00441579-01,CCSCCNc1nc(COC)nc2c1cnn2C,-7.5398306269259106,0.9394159539916638
NCGC00421653-01,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H]([NH2+]Cc2ccc(C(C)C)cc2)C1,-9.919960005082764,0.9393105734682892
NCGC00473336-01,CCc1cccc2c([C@@H](CC(=O)NCC(C)C)c3cccc([N+](=O)[O-])c3)c[nH]c12,-7.908546874025045,0.9393049277477028
NCGC00417546-01,Cc1cc(-c2nc(-c3c(C)noc3C)cc3cc(C)oc23)ccn1,-8.351743269514738,0.939298113626098
NCGC00458505-01,CC(C)C(=O)NC[C@@]12CCCC=C1NC(=O)CC2,-8.71854944861075,0.9391856608048376
NCGC00454318-01,Cc1ccc([C@H]2Cn3nnc(-c4noc(-c5nn(C)c6ccccc56)n4)c3CO2)cc1,-9.31555505083341,0.9391019334640486
NCGC00417228-01,Cc1noc(C)c1-c1cc2c(cc(C)n2C)c(NCC[NH+](C)C)n1,-8.871465372648672,0.9390089922467796
NCGC00429551-01,COc1cc2c(c(OC)c1OC)[C@@H](c1cc3c(cc1Cl)OCO3)CC(=O)N2,-8.489473913212965,0.938988951789506
NCGC00423354-01,c1nc(N[C@@H]2COCC[C@@H]2OCc2cscn2)c2ccsc2n1,-8.419088610843383,0.9389680204436412
NCGC00432846-01,C=CCc1ccccc1OCC[N@@H+](C)Cc1cc2ccc(F)cc2[nH]c1=O,-9.970425844560673,0.9389591495424134
NCGC00475390-01,CCCNc1ccc2nncn2n1,-7.667327052143216,0.9389545764192848
NCGC00430703-01,CC(=O)c1[nH]c(C)c(C(=O)N2CCN3C(=O)CNC(=O)[C@H]3C2)c1C,-8.00060840913677,0.9389512099809334
NCGC00019120-02,O=c1[nH]nc2n1CCCCC2,-8.228953451088346,0.938938338104034
NCGC00413968-01,NC(=O)c1ccc(-c2[nH+]cc3cnc(C4=CCOCC4)cn23)cc1,-9.07020011388606,0.938856014678759
NCGC00436097-01,CC(C)=CC[C@]1(CO)CCC[N@@H+](Cc2cscn2)C1,-8.613906472175968,0.93883457082436
NCGC00391852-01,CN(C)c1cccc(Oc2nnnn2[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=S)Nc2cccc(C#N)c2)c1,-7.965075681744844,0.9388201964653604
NCGC00474656-01,CC[C@@H](C)NC(=O)CC1=CSC2=[NH+]C(C)=C(C(=O)OC)[C@H](c3cccc([N+](=O)[O-])c3)N12,-8.517103069474434,0.9388034697894438
NCGC00410220-01,CC1(C)C(=O)N(Cc2ccc(O)cc2)[C@H]2CN(Cc3ccccc3O)C[C@@H]2[S@@+]1(=O)[O-],-10.13612100729887,0.9388031316479184
NCGC00445926-01,CN1C(=O)CN(Cc2ccccc2C#N)C(=O)c2ccccc21,-10.229121984410424,0.9387926017341868
NCGC00391832-01,c1coc(C[NH2+][C@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2Oc2ccc(-n3cncn3)cc2)c1,-8.1152924591644,0.9387849444480364
NCGC00416504-01,Cn1cc(-c2cccc(O)c2)c2[nH+]c(CO)cn2c1=O,-10.347143838014292,0.9386571618181402
NCGC00439698-01,COCCn1cnnc1[C@H](C)Nc1nc(C(C)C)nc2c1cnn2C,-7.247084608874746,0.938652622327546
NCGC00432358-01,CC(C)c1nn(C)c2c1[C@H](c1cccc3c1OC(C)(C)C3)CC(=O)N2,-9.85229811988155,0.9386358166443032
NCGC00383341-02,c1ccc2c3c([nH]c2c1)C1(CC[NH2+]CC1)[NH2+]CC3,-8.025590658857316,0.9386066351887312
NCGC00391375-01,CC(C)Cc1cc(CC2([NH2+]Cc3ccc(N(C)C)cc3)COC2)no1,-9.42861186620965,0.9385981905709134
NCGC00434783-01,Cc1nc(N2C[C@H]3C[C@@H](C2)c2cccc(=O)n2C3)c2c(C)nn(C)c2n1,-9.590899734179295,0.93857808925181
NCGC00432194-01,C=CCc1cc([C@@H]2CC(=O)Nc3n[nH]cc32)cc(OCC)c1OC,-8.882712038470276,0.9385683546332192
