Name,SMILES,Score
NCGC00479892-01,CC(=O)N1CC2(Cc3c1cccc3)CN(C2)[S@@+](=O)(c4cccc(c4)C(F)(F)F)[O-],-15.6057
NCGC00411719-01,Cn1ccc2c1cc(nc2C(=O)N3CCOCC3)c4cccc(c4)N5CCOCC5,-15.605
NCGC00463533-01,Cc1cc(ccc1F)N2CC[C@H](C2=O)NC(=O)c3ccc4c(c3)cc[nH]4,-15.6019
NCGC00443543-01,C[NH+](C)CCCn1cc[nH+]c1[C@@H]2CCCN(C2)C(=O)N(C)c3ccccc3,-15.5984
NCGC00420403-01,Cc1c(c2n(n1)CCCN2C(=O)c3ccc(cc3)Oc4ccccc4)c5ccnn5C(C)C,-15.5963
NCGC00430274-01,c1ccc(cc1)C(=O)N2CCc3c2cc(cc3)C(=O)N4CCN(CC4)c5ccc(cc5)Cl,-15.5946
NCGC00435553-01,C[S@+](=O)(c1cnc(nc1[C@@H]2CCC[NH2+]C2)NCc3cn4ccsc4[nH+]3)[O-],-15.5921
NCGC00478608-01,CN(Cc1ccc(cc1)c2ccccc2)C(=O)c3ccc(cc3)OC,-15.5919
NCGC00469538-01,c1ccc(cc1)N2C(=O)C[S@+](=O)(C23CCN(CC3)C(=O)c4cc(ccc4F)F)[O-],-15.5916
NCGC00435510-01,CCOc1cc(=O)n2c(c1C(=O)N3CCN(CC3)c4ccccc4F)CCCC2,-15.5847
NCGC00445964-01,Cc1ccc(cc1F)C[NH+]2CCC3(CC2)C[C@@H](C(=O)N3C)c4ccccc4,-15.584
NCGC00393684-01,Cc1ccc(cc1)C[N@@H+]2C[C@@H]3C[C@H]2C(=O)N(c4ccccc4O3)CC5CC5,-15.5813
NCGC00471214-01,c1ccc2c(c1)CC[N@H+](C2)Cc3ccc4c(c3)CN(CCO4)C(=O)c5ccco5,-15.5807
NCGC00440678-01,c1cc(ccc1CC(=O)N2CCC3(CC2)[C@@H](C[C@@H]3O)O)N4CCNC4=O,-15.5753
NCGC00428548-01,COc1ccc(cc1)c2ccccc2NC(=O)[C@H]3CCC[N@@H+](C3)Cc4ccccc4O,-15.5747
NCGC00436635-01,Cc1ccccc1N2CCC[N@H+](CC2)Cc3ccccc3OCCO,-15.572
NCGC00447736-01,C[C@@H](c1ccc(cc1)O)C(=O)N2CCn3c(cc(n3)Cc4ccccc4)C2,-15.5603
NCGC00438704-01,COCCc1nncn1C2CCN(CC2)C(=O)c3ccc(cc3)C(F)(F)F,-15.5573
NCGC00393688-01,COc1ccc(cc1)C[N@@H+]2C[C@@H]3C[C@H]2C(=O)N(c4ccccc4O3)Cc5ccccn5,-15.5564
NCGC00478198-01,CCC[N@@]1CCC2(CCN(CC2)C(=O)c3ccc(cc3)F)Oc4c1cccc4,-15.5451
NCGC00395570-01,c1ccc2c(c1)NC(=O)[C@@H]3C[C@H](O2)C[N@H+]3Cc4ccc(cc4)C(F)(F)F,-15.5388
NCGC00463524-01,Cc1ccc(cc1C)N2CC[C@H](C2=O)NC(=O)c3ccc4c(c3)cc[nH]4,-15.5383
NCGC00455388-01,Cc1cc2c(n1CC(=O)Nc3ccc(cc3)C(=O)OC)c(=O)n4c(n2)CCCCC4,-15.5369
NCGC00470094-01,Cc1cccc2n1c(nn2)N3CCCN(CC3)C(=O)c4ccccc4OC,-15.5363
NCGC00447324-01,CCCCN1CCN(CC1=O)C(=O)[C@@H]2CCC(=O)N(C2)Cc3cccc(c3)F,-15.5358
NCGC00464561-01,Cc1ccc(cn1)C(=O)N2C[C@H](C[C@H]2C(=O)N3CCCC3)Oc4ccccc4,-15.5342
NCGC00476710-01,CN1c2ccccc2[C@]3(C1=O)CC[N@H+](C3)Cc4ccc(cc4)OC,-15.5237
NCGC00432202-01,CN(Cc1ccccc1)C(=O)c2coc(n2)C[NH+]3CCN(CC3)c4ccccc4F,-15.5233
NCGC00409378-01,c1ccc(cc1)CCn2c(=O)c3c(n2Cc4cccnc4)CN(CC3)C(=O)c5cccc(c5)O,-15.5169
NCGC00444907-01,CCN(CCn1cccn1)C(=O)c2ccc3[nH+]c(cn3c2)c4ccc(cc4)F,-15.5159
NCGC00444263-01,c1ccc(c(c1)COC2CN(C2)C(=O)[C@@H]3CCC(=O)N(C3)C4CCCC4)F,-15.5143
NCGC00477313-01,c1ccc2c(c1)cccc2C[N@H+]3CC[C@]4(C3)Cc5ccccc5NC4=O,-15.5095
NCGC00469527-01,CCc1ccc(cc1)C(=O)N2CCC3(CC2)N(C(=O)C[S@@+]3(=O)[O-])c4ccccc4,-15.508
NCGC00469534-01,c1ccc(cc1)N2C(=O)C[S@+](=O)(C23CCN(CC3)C(=O)c4ccc(c(c4)F)F)[O-],-15.5046
NCGC00463532-01,Cc1cc(ccc1F)N2CC[C@H](C2=O)NC(=O)c3ccc4c(c3)nc[nH]4,-15.5007
NCGC00423731-01,COc1ccc(cc1)CCNC(=O)[C@H]2CC(=O)N(C2)c3c4c(cccc4F)[nH]n3,-15.4982
NCGC00414346-01,c1cc(ccc1N2CCOC3(C2=O)CC[NH+](CC3)Cc4ccc5c(c4)cc[nH]5)F,-15.4975
NCGC00445017-01,Cc1cccc2n1cc([nH+]2)C(=O)N3CCC4(CC3)C[C@H](C[N@H+](C4)C)c5ccccc5,-15.497
NCGC00460959-01,c1ccc(cc1)C[N@H+]2CCn3c(nnc3[C@@H]4C[C@H](C[N@H+]4Cc5cccnc5)O)C2,-15.4962
NCGC00445639-01,c1ccc2c(c1)CCCN2C(=O)Cn3c(=O)n4c(n3)CCCCC4,-15.4948
NCGC00420204-01,Cc1cc(ccc1NC(=O)c2cc3c(nc2)CCC[N@@]3[S@@+](=O)(c4cccnc4)[O-])F,-15.4929
NCGC00464599-01,c1ccc(cc1)O[C@H]2C[C@H](N(C2)C(=O)c3ccc4c(c3)cccn4)C(=O)NC5CC5,-15.4924
NCGC00464591-01,c1ccc(cc1)O[C@H]2C[C@H](N(C2)C(=O)c3ccc(cc3)C#N)C(=O)NC4CC4,-15.4893
NCGC00464729-01,c1ccc2c(c1)cc([nH]2)C(=O)N3C[C@H](C[C@H]3C(=O)N4CCCC4)Oc5cccnc5,-15.4866
NCGC00443638-01,c1cc(sc1[S@+](=O)([N@@]2C[C@H](C[C@H]2C(=O)N3CCCCC3)F)[O-])Cl,-15.4839
NCGC00447886-01,CC[N@@H+]1CCc2c(nc[nH]2)C13CCN(CC3)C(=O)[C@H]4CCc5ccccc5C4,-15.4826
NCGC00415145-01,CN1CCNc2c(n(c(n2)COc3ccc(cc3)Oc4ccccc4)Cc5ccccc5)C1=O,-15.4805
NCGC00480623-01,c1ccc2c(c1)ccc(n2)C(=O)N3CCC(CC3)n4c5ccccc5[nH]c4=O,-15.4769
NCGC00471210-01,Cc1ccc(cn1)C(=O)N2CCOc3ccc(cc3C2)C[N@@H+]4CCc5ccccc5C4,-15.4752
NCGC00444758-01,Cc1cc(ccc1Cl)[S@+](=O)(N2CCC(CC2)N(C3CCOCC3)C(=O)C4CC4)[O-],-15.4675
NCGC00480643-01,COc1ccccc1C(=O)N2CCC(CC2)n3c4ccccc4[nH]c3=O,-15.4654
NCGC00478601-01,CN(Cc1ccc(cc1)c2ccccc2)C(=O)c3ccc(cc3)C(F)(F)F,-15.461
NCGC00432846-01,C[N@H+](CCOc1ccccc1CC=C)Cc2cc3ccc(cc3[nH]c2=O)F,-15.4605
NCGC00451158-01,COc1ccc(cc1)Cn2c(n[nH]c2=O)C3CCN(CC3)C(=O)c4ccc(cc4Cl)F,-15.4574
NCGC00470097-01,c1cc(cc(c1)C(F)(F)F)C(=O)N2CCCN(CC2)c3nnc4n3cc(cc4)Cl,-15.4563
NCGC00410009-01,COc1cccc(c1)C[N@H+]2CC[C@H]3[C@H](CC2)OCC(=O)N3Cc4cccc(c4)C(=O)N,-15.4558
NCGC00377389-01,COc1cc(ccc1C[N@@H+]2CCCC[C@]23Cc4ccccc4CNC3=O)F,-15.4552
NCGC00443590-01,c1ccc2c(c1)CCN(C2)C(=O)[C@@H]3C[C@@H](C[N@]3[S@@+](=O)(c4cc(ccc4F)F)[O-])F,-15.4548
NCGC00439592-01,C[N@@H+](Cc1cn(nn1)c2ccccc2)Cc3nccn3Cc4ccccc4,-15.4494
NCGC00478443-01,c1ccc2c(c1)CC3(CC[NH+](CC3)Cc4ccsc4)C(=O)N2,-15.4483
NCGC00454449-01,Cc1c(cccc1Cl)NC(=O)Cn2ccn3c(c2=O)c4c(n3)CCCCC4,-15.4481
NCGC00476735-01,CN(C)c1ccc(cc1)C[N@@H+]2CC[C@]3(C2)c4ccccc4N(C3=O)Cc5ccccc5,-15.4475
NCGC00464413-01,c1ccc(cc1)O[C@H]2C[C@H](N(C2)C(=O)c3cc4ccccc4[nH]3)C(=O)N5CCOCC5,-15.4453
NCGC00409914-01,COc1ccc(cc1O)C[N@H+]2CC[C@H]3[C@H](CC2)OCC(=O)N3Cc4ccccc4,-15.4449
NCGC00471234-01,COc1ccccc1NC(=O)N2CCOc3ccc(cc3C2)C[N@@H+]4CCc5ccccc5C4,-15.4443
NCGC00393683-01,c1ccc2c(c1)N(C(=O)[C@@H]3C[C@H](O2)C[N@H+]3Cc4ccc(cc4)F)CC5CC5,-15.4435
NCGC00480363-01,c1cc(ccc1c2c3c(nc(n2)C4CC4)CCN(CC3)C(=O)c5ccc(cc5)F)O,-15.4433
NCGC00456658-01,c1ccc(cc1)CN2[C@@H](Cn3cccc3C2=O)C(=O)NCCC[N@@H+]4CCc5ccccc5C4,-15.4429
NCGC00471196-01,CC(C)CC(=O)N1CCOc2ccc(cc2C1)C[N@@H+]3CCc4ccccc4C3,-15.4369
NCGC00477335-01,c1ccc(cc1)CC(=O)N2CC[C@@]3(C2)Cc4ccccc4NC3=O,-15.4363
NCGC00425876-01,Cc1ccc(o1)CN(C)C(=O)C[C@H](c2ccccc2)c3ccc4c(c3)OCO4,-15.4322
NCGC00420950-01,CC(=O)NC[C@H]1C[C@@H]2CC[N@H+]1C[C@@H]2c3cc(nn3C)c4ccc5ccccc5c4,-15.4306
NCGC00429696-01,Cn1cc(cc1C(=O)N(C)Cc2ccccc2)c3ccncc3,-15.427
NCGC00411721-01,Cn1ccc2c1cc(nc2C(=O)N(C)CC[NH+](C)C)c3cccc(c3)N4CCOCC4,-15.425
NCGC00439982-01,c1ccc(cc1)n2c(nnn2)[N@]3CCC[C@H](C3)CCc4ccccc4F,-15.4182
NCGC00473788-01,c1ccc(cc1)CN(c2ccc(cc2)CC(=O)Nc3ccccc3)C(=O)c4ccco4,-15.4182
NCGC00478197-01,CCC[N@@]1CCC2(CCN(CC2)C(=O)c3ccccc3C)Oc4c1cccc4,-15.4167
NCGC00398853-01,CSCC(=O)N1C[C@@H]2C[C@H](C1)c3c(ccc(=O)n3C2)c4ccc(cc4)SC,-15.4159
NCGC00468046-01,COC[C@@H]1CN(C[C@H]1c2ccncc2)C(=O)Cc3ccc(cc3)OC,-15.4157
NCGC00375319-01,c1ccc(cc1)CN2c3ccccc3[C@]4(C2=O)CCN(C4)C(=O)c5ccc(cc5)Cl,-15.4156
NCGC00426416-01,Cc1c(cnn1C)C[N@H+]2CCOc3ccc(cc3C2)C(=O)NCc4ccccc4F,-15.4145
NCGC00458069-01,c1ccc(c(c1)C(=O)NC2CC2)OC3C[NH+](C3)Cc4cccc(c4)C(F)(F)F,-15.4137
NCGC00445428-01,c1ccc2c(c1)CCN2C(=O)Cn3cccc3c4nc(no4)c5ccc(cc5)F,-15.4066
NCGC00430362-01,CCc1ccc(cc1)[C@H](C)NC(=O)c2ccc3c(c2)[N@@](CC3)[S@@+](=O)(c4ccccc4)[O-],-15.404
NCGC00443544-01,Cc1cc(ccc1Cl)[S@+](=O)([N@@]2C[C@H](C[C@H]2C(=O)N3CCc4ccccc4C3)F)[O-],-15.4034
NCGC00397092-01,c1ccc(c(c1)CN2C(=O)[C@@H]3C[C@H](C[N@@]3C4(C2=O)C[NH+](C4)Cc5ccc(c(c5)F)F)O)F,-15.4026
NCGC00373276-01,c1ccc(cc1)C2=NO[C@]3(C2)CCC[N@](C3)[S@@+](=O)(c4ccccc4)[O-],-15.4013
NCGC00470112-01,Cc1ccc(cc1C)C(=O)N2CCN(CC2)c3nnc4n3c(ccc4)C,-15.3944
NCGC00478200-01,CCC[N@@]1CCC2(CCN(CC2)C(=O)c3ccc(cc3)Cl)Oc4c1cccc4,-15.3937
NCGC00439290-01,Cc1ccc(cc1)CCN2C[C@]34C=C[C@H](O3)[C@H]([C@@H]4C2=O)C(=O)N(C)Cc5nccn5C,-15.3895
NCGC00393680-01,c1ccc2c(c1)N(C(=O)[C@@H]3C[C@H](O2)C[N@H+]3Cc4cccc(c4)Cl)CC5CC5,-15.3874
NCGC00450365-01,Cc1ccc(c(c1)NC(=O)Cn2ccn3c(c2=O)c4c(n3)CCCC4)OC,-15.3855
NCGC00445376-01,Cc1cc2cc(ccc2o1)C(=O)N3CCC4(CC3)c5ccccc5N(C4=O)C,-15.3854
NCGC00480367-01,c1cc(cc(c1)Cl)C(=O)N2CCc3c(nc(nc3c4ccc(cc4)O)C5CC5)CC2,-15.3853
NCGC00420264-01,c1ccc(cc1)CN2CCCc3c2cc(cn3)C(=O)NCc4cccc(c4)F,-15.3844
NCGC00377381-01,CCOc1ccccc1C[N@@H+]2CCCC[C@]23Cc4ccccc4CNC3=O,-15.3828
NCGC00451104-01,COc1ccc(cc1F)C(=O)N2CCC(CC2)c3n[nH]c(=O)n3Cc4ccc(cc4)F,-15.3788
NCGC00373884-01,c1ccc2c(c1)C3(CCN(CC3)[S@@+](=O)(c4cccc(c4)C(F)(F)F)[O-])C(=O)N2,-15.3784
NCGC00473806-01,c1ccc2c(c1)c3c(n2CC4CC4)CCN(C3)C(=O)Nc5ccc(c(c5)F)F,-15.376
NCGC00480638-01,c1ccc2c(c1)[nH]c(=O)n2C3CCN(CC3)C(=O)c4cccc(c4)Br,-15.3745
NCGC00377546-01,Cc1cccc(c1)C[N@@H+]2CCC[C@@]3(C2)Cc4ccccc4CNC3=O,-15.3702
NCGC00373519-01,COc1ccccc1C(=O)N2CCC(CC2)N3Cc4ccccc4C3=O,-15.367
NCGC00468072-01,COC[C@@H]1CN(C[C@H]1c2ccncc2)C(=O)c3ccc4c(c3)cc[nH]4,-15.3636
NCGC00423807-01,c1cc2c(c(c1)F)c(n[nH]2)N3C[C@H](CC3=O)C(=O)NC4CCCCCC4,-15.3635
NCGC00425166-01,CCN(C[C@@H]1CCC[N@@H+](C1)CCc2cccc(c2)F)C(=O)CCc3ccccn3,-15.3615
NCGC00460244-01,COc1ccc(cc1)CCC(=O)N2CCC3(CC2)CN(C3=O)Cc4ccc(cc4)OC,-15.3608
NCGC00470372-01,Cc1ccc(cc1)c2c3[nH+]c(cn3ccn2)C(=O)N4CCN(CC4)c5ccccn5,-15.3545
NCGC00377396-01,c1ccc2c(c1)C[C@]3(CCCC[N@H+]3Cc4cccc(c4F)F)C(=O)NC2,-15.3543
NCGC00463635-01,Cc1ccncc1C(=O)N2CCC3(CC2)C[C@H](N(C3)C(=O)c4ccccc4)CO,-15.3516
NCGC00469730-01,Cc1c[nH+]c(n1CC2CC2)CC3CCN(CC3)C(=O)c4cccc5c4cc[nH]5,-15.3497
NCGC00446290-01,CN1[C@@H]2CC[C@H](C1=O)CN(C2)C(=O)CCSc3ccc4c(c3)OCCO4,-15.3493
NCGC00469726-01,Cc1c[nH+]c(n1CCOC)CC2CCN(CC2)C(=O)c3c[nH]c4c3cccc4,-15.349
NCGC00401370-01,c1ccc(cc1)CN2C(=O)[C@H]3CN(CCN3C2=O)C(=O)c4ccccc4,-15.3429
NCGC00478119-01,c1ccc(cc1)C2=NOC3(C2)CC[NH+](CC3)Cc4ccccc4C(F)(F)F,-15.3418
NCGC00480617-01,COc1ccc(cc1)CC(=O)N2CCC(CC2)n3c4ccccc4[nH]c3=O,-15.3414
NCGC00428256-01,Cc1ccccc1CC[C@@H]2CCCN(C2)C(=O)CCc3cnn(c3)C,-15.3405
NCGC00478664-01,C[N@@H+](Cc1ccc(cc1)C(F)(F)F)Cc2cccc(c2)C(F)(F)F,-15.337
NCGC00377581-01,c1ccc2c(c1)C[C@]3(CCC[N@H+](C3)Cc4ccc(c(c4)Cl)F)C(=O)NC2,-15.3344
NCGC00375226-01,c1cc2c(cc(nn2c1)C(=O)N3CCN(CC3)c4ncccn4)c5ccc(cc5Cl)Cl,-15.3336
NCGC00426195-01,Cc1c(c(on1)C)CCC(=O)N2CCC[C@H](C2)CCc3cccc(c3)F,-15.333
NCGC00463632-01,Cn1c2ccccc2c(n1)C(=O)N3CCC4(CC3)C[C@H](N(C4)C(=O)c5ccccc5)CO,-15.3294
NCGC00443524-01,c1ccc2c(c1)CCN(C2)C(=O)[C@@H]3C[C@@H](C[N@]3[S@@+](=O)(c4ccc(cc4)F)[O-])F,-15.329
NCGC00478624-01,C[N@@H+](Cc1ccc(cc1)c2ccccc2)Cc3cccc4c3cccc4,-15.3249
NCGC00436841-01,CO[C@H]1C[C@H](C12CCN(CC2)C(=O)CCc3ccc(o3)c4cccs4)O,-15.3246
NCGC00435759-01,c1ccc(cc1)c2cn3cc(ccc3[nH+]2)C(=O)N4CCO[C@H](C4)C(F)(F)F,-15.3193
NCGC00376054-01,c1ccc2c(c1)CC3(CC[NH+](CC3)CC4CC4)CN2C(=O)c5ccc(cc5)Cl,-15.3192
NCGC00443532-01,Cc1cc(ccc1F)[S@+](=O)([N@@]2C[C@H](C[C@H]2C(=O)N3CCc4ccccc4C3)F)[O-],-15.3162
NCGC00426747-01,COc1cccc(c1)c2ccccc2NC(=O)C3CC[NH+](CC3)Cc4cc(ccc4F)F,-15.3155
NCGC00458821-01,Cc1cccc(c1)CC(=O)N2[C@H]3CC[C@@H]2c4cnc(nc4C3)c5ccc(cc5)F,-15.3154
NCGC00373637-01,c1ccc(cc1)[S@+](=O)(N2CC(C2)[N@@]3CCc4c3cccc4)[O-],-15.3072
NCGC00460092-01,CNC(=O)[C@@H]1C[C@H](C[N@H+]1C2CCN(CC2)C(=O)CCc3c[nH]c4c3cccc4)O,-15.3063
NCGC00443933-01,c1cc(ccc1c2cn3cc(ccc3[nH+]2)C(=O)N4CCC(CC4)F)F,-15.306
NCGC00425000-01,Cn1cc(cn1)CN(C)C(=O)c2csc3n2cc([nH+]3)c4ccc(cc4)C(F)(F)F,-15.3057
NCGC00435635-01,C[C@@H](c1ccccc1n2cccn2)NC(=O)c3ccc4cccc(c4n3)F,-15.3033
NCGC00464565-01,Cc1ccncc1C(=O)N2C[C@H](C[C@H]2C(=O)N3CCCC3)Oc4ccccc4,-15.3025
NCGC00420671-01,Cc1c(n2c(n1)C[C@H](CC2)Nc3ccc(cc3)F)C(=O)N(C)c4ccccc4,-15.302
NCGC00443316-01,CCc1ccc(cc1)[S@+](=O)([N@@]2C[C@H](C[C@H]2C(=O)N3CCc4ccccc4C3)F)[O-],-15.3008
NCGC00460266-01,COc1ccc(cc1)CN2CC3(C2=O)CCN(CC3)C(=O)CCc4[nH]c5ccccc5n4,-15.3007
NCGC00431208-01,COc1ccccc1N2CCN(CC2)C(=O)CCc3conc3c4cccc(c4)F,-15.3
NCGC00433954-01,CCN(Cc1ccccc1)C(=O)c2c(oc3c2c(=O)n(cc3)Cc4ccccc4F)C,-15.2997
NCGC00473327-01,Cc1cccc2c1[nH]cc2C3CCN(CC3)C(=O)c4c(cc(cc4Cl)Cl)Cl,-15.2988
NCGC00428217-01,c1cc(ccc1N2CCN(CC2)C(=O)C[N@H+]3C[C@H]4C[C@@H](C3)[C@H]5CCCC(=O)N5C4)F,-15.2981
NCGC00466398-01,C[N@]1CCCCC[C@@H](c2c1ccc(c2)C(=O)N3CCN(CC3)c4ccccc4F)O,-15.297
NCGC00472577-01,Cc1ccsc1C(=O)N2CCC(CC2)N3C(=O)[C@@H](C34CCCCC4)OCC5CC5,-15.2966
NCGC00460193-01,COCCn1c2cccnc2n(c1=O)[C@H]3CCCN(C3)C(=O)C4CCCCC4,-15.2959
NCGC00448290-01,CN1C(=O)[C@H](CC12CC[NH+](CC2)Cc3cccc(c3)OC)c4ccccc4,-15.2952
NCGC00460248-01,COc1ccc(cc1)CN2CC3(C2=O)CCN(CC3)[S@@+](=O)(c4cc(ccc4F)F)[O-],-15.2895
NCGC00426664-01,CCn1cc(cc1C(=O)N2CCCCCC2)c3ccc(cc3)F,-15.2847
NCGC00432547-01,c1cc(ccc1c2cn3c(csc3[nH+]2)C(=O)N4C[C@H]5CC[C@@H](C4)[NH2+]5)F,-15.279
NCGC00469543-01,c1ccc(cc1)N2C(=O)C[S@+](=O)(C23CCN(CC3)C(=O)c4cc(ccc4Cl)F)[O-],-15.2789
NCGC00412122-01,C[NH+]1CCC(CC1)Cn2ccc3c2cc(nc3N4CCOCC4)c5cccc6c5cn[nH]6,-15.2789
NCGC00415459-01,C[C@@]1(C2(CCN(CC2)c3cc[nH+]cc3)OC(=O)N1Cc4ccccc4)c5ccccc5,-15.2787
NCGC00478195-01,CCC[N@@]1CCC2(CCN(CC2)C(=O)c3ccccc3)Oc4c1cccc4,-15.2785
NCGC00472250-01,CC[S@@+](=O)([N@@]1C[C@H]([C@@H](C1)C(=O)NCc2ccc(cc2)C(C)C)c3ccncc3)[O-],-15.2783
NCGC00479440-01,COc1ccc(cc1)CC(=O)N2CC[C@@]3(C2)c4ccccc4N(C3=O)CCc5ccccc5,-15.2741
NCGC00393689-01,c1ccc2c(c1)N(C(=O)[C@@H]3C[C@H](O2)C[N@H+]3Cc4ccc5c(c4)OCO5)Cc6ccccn6,-15.2712
NCGC00426255-01,COC(=O)c1ccccc1C(=O)N2CCC[C@H](C2)[NH+]3CCN(CC3)c4ccc(cc4)F,-15.2706
NCGC00464730-01,Cc1ccc(s1)C(=O)N2C[C@H](C[C@H]2C(=O)N3CCCC3)Oc4cccnc4,-15.2704
NCGC00418868-01,c1ccc(cc1)N2CC3(C2)CN(C(=O)COC3)Cc4c(cccc4Cl)F,-15.2674
NCGC00397018-01,c1ccc(cc1)CCC(=O)N2CC[C@H]3COC(=O)N3c4cc(ccc4C2)F,-15.2618
NCGC00476717-01,CN1c2ccccc2[C@]3(C1=O)CC[N@H+](C3)Cc4cccc5c4cccc5,-15.2613
NCGC00463716-01,CCN1C(=O)[C@@H]2CC3(CC[NH+](CC3)Cc4c[nH]nc4c5ccccc5)CN2C1=O,-15.2611
NCGC00426774-01,c1cc(n(c1)c2ccc(cc2)F)CC(=O)NCc3ccc(cc3)N4CCOCC4,-15.26
NCGC00473604-01,Cc1cccc2c1[nH]cc2C3CCN(CC3)[S@@+](=O)(c4c(c(cc(c4C)C)C)C)[O-],-15.2512
NCGC00439111-01,c1ccc2c(c1)nnn2CCC(=O)N3CCC4(CC3)[C@@H](C[C@@H]4OCCO)O,-15.25
NCGC00475272-01,CC(C)CC(=O)N1CCC2(CC1)N([C@H](CO2)C(=O)NCc3ccccc3)C(=O)c4ccccc4,-15.2475
NCGC00414383-01,COc1cccc(c1)CN2CCOC3(C2=O)CCN(CC3)C(=O)CCc4ccccc4,-15.2466
NCGC00461964-01,Cc1ccc(cc1F)C(=O)N2CCC3(CC2)CN(C[C@H]3COC)C(=O)C,-15.246
NCGC00428535-01,CCN(Cc1ccccc1)C(=O)CCC[C@@H]2[C@H]3C[C@@H](C[NH2+]2)C[N@@H+](C3)Cc4ccccc4,-15.2397
NCGC00431158-01,Cc1ccc(cc1)c2c(con2)CCC(=O)N3CCC(CC3)Cc4ccccc4,-15.2383
NCGC00377592-01,c1ccc2c(c1)C[C@]3(CCC[N@H+](C3)Cc4ccnc5c4cccc5)C(=O)NC2,-15.2369
NCGC00430468-01,CN1c2ccc(cc2CC1=O)C(=O)N3CCN(CC3)c4ccccc4Cl,-15.2359
NCGC00446550-01,CCCN1CCC[C@@]2(C1=O)CCN(C2)C(=O)c3ccc4c(c3)sc(n4)C,-15.2299
NCGC00418813-01,COc1ccc(cc1)C(=O)N2CC3(C2)CN(C(=O)COC3)Cc4ccccc4,-15.2287
NCGC00426915-01,CCN1C[C@@H](CC1=O)CNC(=O)CC2c3ccccc3CCc4c2cccc4,-15.2282
NCGC00448273-01,c1ccc2c(c1)c(c[nH]2)CCC(=O)Nc3cccc(c3)c4nnc5n4CCCC5,-15.2278
NCGC00396221-01,c1ccc(cc1)N2CC[NH+](CC2)CC[C@@H]3CC[C@@H]([C@H](O3)C(=O)N4CCOCC4)O,-15.2267
NCGC00376400-01,c1ccc2c(c1)CC3(C[NH+](C3)Cc4c[nH]c5c4cccc5)C(=O)N2,-15.2243
NCGC00429164-01,c1ccc(c(c1)C(=O)N2CCN(CC2)C(=O)N3C[C@H]4C[C@@H](C3)[C@H]5CCCC(=O)N5C4)F,-15.2239
NCGC00415520-01,C[C@@]1(C2(CCN(CC2)C(=O)c3ccc(cc3)F)OC(=O)N1CC(=O)[O-])c4ccccc4,-15.2223
NCGC00377574-01,c1ccc2c(c1)C[C@]3(CCC[N@H+](C3)Cc4cccc(c4)OC(F)(F)F)C(=O)NC2,-15.2203
NCGC00418869-01,Cc1ccccc1CN2CC3(CN(C3)c4ccccc4)COCC2=O,-15.2194
NCGC00469528-01,c1ccc(cc1)N2C(=O)C[S@+](=O)(C23CCN(CC3)C(=O)c4ccccc4F)[O-],-15.2179
NCGC00413661-01,c1cc(cc(c1)F)CC(=O)NC[C@@H]2COc3c(cncn3)C(=O)N2CC4CC4,-15.2121
NCGC00461090-01,Cn1cc(nc1)C(=O)N2CCC(CC2)N3[C@H](C4(C3=O)CCCC4)c5ccccc5,-15.2083
NCGC00394081-01,Cc1ccc2c(c1)N3[C@@H](CCN(C2)C(=O)COCc4ccccc4)COC3=O,-15.2082
NCGC00417586-01,Cc1c(c(on1)C)c2cc3c(c(c2)c4ccccc4Oc5ccccc5)C(=O)N(C3)C,-15.2048
NCGC00377375-01,c1ccc2c(c1)C[C@]3(CCCC[N@H+]3Cc4ccccc4F)C(=O)NC2,-15.2042
NCGC00467975-01,c1ccn2cc([nH+]c2c1)C(=O)N3C[C@H]([C@@H](C3)c4ccncc4)CO,-15.2031
NCGC00421052-01,Cc1ccc(cc1)C[N@H+]2Cc3c([nH]cn3)C[C@H]2C(=O)N4CCC(CC4)Cc5ccccc5,-15.2004
NCGC00471199-01,c1ccc2c(c1)CC[N@H+](C2)Cc3ccc4c(c3)CN(CCO4)C(=O)C5CCC5,-15.1985
NCGC00477319-01,c1ccc2c(c1)C[C@]3(CCN(C3)C(=O)c4ccc(cc4)C(F)(F)F)C(=O)N2,-15.1963
NCGC00469748-01,CCn1cc(cn1)[S@+](=O)(N2CCC(CC2)Cc3[nH+]cc(n3Cc4ccc(cc4)F)C)[O-],-15.1953
NCGC00420340-01,Cc1c(c2n(n1)CCCN2C(=O)c3cc4ccccc4n3C)c5ccccc5C(=O)N,-15.1951
NCGC00473504-01,c1ccc(cc1)CCNC(=O)[C@H]2C[C@@H](CN(C2)C(=O)c3ccccc3F)c4ccccc4,-15.1944
NCGC00415860-01,Cn1cc(cn1)C(=O)NC[C@@H]2C[N@H+](CC23CN(C3)c4ccccc4)Cc5ccccc5,-15.1936
NCGC00469542-01,c1ccc(cc1)N2C(=O)C[S@+](=O)(C23CCN(CC3)C(=O)c4ccc5c(c4)OCO5)[O-],-15.1934
NCGC00393799-01,COCCN1c2ccccc2O[C@H]3C[C@@H](C1=O)[N@@H+](C3)Cc4ccc(cc4)C#N,-15.1934
NCGC00373549-01,c1cc(cc(c1)[S@+](=O)(N2CCC(CC2)N3CCOCC3=O)[O-])C(F)(F)F,-15.1933
NCGC00434281-01,CCN1CC2(CCC1=O)CC[NH+](CC2)Cc3ccc(c(c3)F)C(F)(F)F,-15.1922
